,0.001,0.013250000000000001,0.025500000000000002,0.037750000000000006,0.05
0,0.8837209302325583,0.8205128205128205,0.9130434782608695,0.8571428571428571,0.8717948717948718
1,0.7906976744186046,0.7333333333333333,0.8947368421052632,0.75,0.7333333333333334
2,0.8275862068965518,0.8421052631578947,0.8125,0.8717948717948718,0.8571428571428571
3,0.8636363636363636,0.8947368421052632,0.8372093023255814,0.7999999999999999,0.7777777777777778
4,0.85,0.8636363636363635,0.7333333333333334,0.8780487804878049,0.8627450980392156
5,0.8,0.8372093023255814,0.8636363636363636,0.8837209302325583,0.7499999999999999
6,0.8205128205128205,0.8484848484848484,0.9047619047619047,0.7272727272727272,0.9302325581395349
7,0.8695652173913044,0.7428571428571428,0.846153846153846,0.8181818181818182,0.8421052631578947
8,0.8648648648648648,0.8205128205128205,0.8235294117647058,0.787878787878788,0.8571428571428572
9,0.9302325581395349,0.8648648648648648,0.8205128205128205,0.8888888888888888,0.8780487804878049
10,0.8888888888888888,0.8333333333333333,0.7999999999999999,0.8372093023255814,0.8108108108108107
11,0.7999999999999999,0.8108108108108109,0.7857142857142858,0.7407407407407406,0.8837209302325583
12,0.8000000000000002,0.7999999999999999,0.8571428571428571,0.9230769230769231,0.8717948717948718
13,0.8571428571428572,0.7999999999999999,0.7222222222222222,0.7906976744186046,0.8947368421052632
14,0.9268292682926829,0.8947368421052632,0.7058823529411765,0.8717948717948718,0.75
15,0.9047619047619048,0.8205128205128205,0.8500000000000001,0.9333333333333332,0.962962962962963
16,0.8571428571428572,0.9,0.888888888888889,0.7741935483870968,0.8108108108108107
17,0.7777777777777777,0.75,0.8510638297872342,0.8421052631578947,0.8837209302325582
18,0.8571428571428572,0.8717948717948718,0.7777777777777778,0.8717948717948718,0.8
19,0.8444444444444444,0.7499999999999999,0.6874999999999999,0.7058823529411765,0.7999999999999999
20,0.8947368421052632,0.8750000000000001,0.7906976744186046,0.7441860465116279,0.8372093023255814
21,0.8205128205128205,0.7096774193548386,0.8235294117647058,0.8823529411764706,0.8484848484848485
22,0.9361702127659575,0.8571428571428571,0.7906976744186046,0.8205128205128205,0.8372093023255814
23,0.8888888888888888,0.8421052631578947,0.8421052631578947,0.7741935483870969,0.8421052631578947
24,0.8292682926829269,0.8461538461538461,0.8484848484848485,0.9473684210526316,0.7857142857142856
25,0.9130434782608696,0.8,0.8636363636363635,0.787878787878788,0.7500000000000001
26,0.9090909090909091,0.8333333333333333,0.7500000000000001,0.8333333333333334,0.8717948717948718
27,0.742857142857143,0.8837209302325583,0.7894736842105263,0.7999999999999999,0.9047619047619048
28,0.8235294117647058,0.8235294117647058,0.9166666666666666,0.7878787878787878,0.9333333333333333
29,0.878048780487805,0.8125000000000001,0.7857142857142857,0.8837209302325582,0.8292682926829269
30,0.9268292682926829,0.8823529411764706,0.7894736842105262,0.8888888888888888,0.7826086956521738
31,0.8205128205128205,0.7567567567567567,0.7647058823529411,0.8717948717948718,0.8571428571428571
32,0.8235294117647058,0.8,0.8205128205128205,0.8571428571428572,0.8979591836734695
33,0.8780487804878049,0.9500000000000001,0.8484848484848485,0.7096774193548387,0.7692307692307692
34,0.888888888888889,0.8372093023255814,0.8636363636363635,0.9583333333333334,0.9
35,0.85,0.8648648648648649,0.8888888888888888,0.85,0.8125
36,0.8780487804878048,0.92,0.6857142857142857,0.8484848484848485,0.7647058823529411
37,0.8421052631578947,0.8205128205128205,0.9047619047619048,0.7659574468085106,0.9
38,0.9268292682926829,0.8275862068965518,0.8235294117647058,0.8888888888888888,0.717948717948718
39,0.8500000000000001,0.8571428571428571,0.9189189189189189,0.9,0.9268292682926829
40,0.8421052631578948,0.7499999999999999,0.9130434782608695,0.8421052631578948,0.8500000000000001
41,0.7878787878787878,0.8648648648648649,0.8372093023255814,0.7894736842105263,0.8636363636363636
42,0.9047619047619047,0.875,0.7407407407407406,0.8387096774193549,0.8421052631578948
43,0.7999999999999999,0.9032258064516129,0.8,0.851063829787234,0.7692307692307692
44,0.8936170212765957,0.8421052631578947,0.9130434782608695,0.875,0.7647058823529412
45,0.9583333333333334,0.8484848484848484,0.918918918918919,0.888888888888889,0.761904761904762
46,0.8421052631578948,0.782608695652174,0.7894736842105262,0.8108108108108109,0.689655172413793
47,0.8717948717948718,0.8888888888888888,0.7894736842105262,0.7333333333333334,0.9230769230769231
48,0.8235294117647058,0.8823529411764706,0.8333333333333333,0.8717948717948718,0.8947368421052632
49,0.8372093023255814,0.8947368421052632,0.9268292682926829,0.8181818181818182,0.8372093023255814
50,0.9090909090909091,0.9500000000000001,0.7777777777777778,0.8205128205128205,0.8275862068965518
51,0.888888888888889,0.8936170212765957,0.8292682926829269,0.8947368421052632,0.9142857142857143
52,0.8235294117647058,0.9,0.8275862068965518,0.8421052631578948,0.9047619047619047
53,0.8780487804878049,0.7999999999999999,0.8095238095238095,0.8648648648648648,0.8571428571428572
54,0.7777777777777778,0.7999999999999999,0.9523809523809523,0.8888888888888888,0.8444444444444443
55,0.8947368421052632,0.8444444444444444,0.7999999999999999,0.8235294117647058,0.8571428571428571
56,0.8979591836734694,0.8108108108108109,0.8636363636363636,0.918918918918919,0.8749999999999999
57,0.8,0.7200000000000001,0.9166666666666666,0.8275862068965517,0.8666666666666666
58,0.8205128205128205,0.9714285714285714,0.8571428571428571,0.8780487804878049,0.8780487804878048
59,0.967741935483871,0.8780487804878048,0.8108108108108109,0.9130434782608695,0.8181818181818182
60,0.8888888888888888,0.8717948717948718,0.9333333333333333,0.7777777777777778,0.8372093023255814
61,0.8780487804878049,0.8571428571428572,0.8717948717948718,0.7878787878787877,0.8823529411764706
62,0.8571428571428571,0.8648648648648648,0.8205128205128205,0.8181818181818182,0.8205128205128205
63,0.7999999999999999,0.761904761904762,0.8571428571428571,0.9142857142857143,0.9047619047619047
64,0.9047619047619048,0.8125000000000001,0.8837209302325582,0.8823529411764706,0.7741935483870968
65,0.888888888888889,0.8181818181818182,0.8749999999999999,0.9411764705882353,0.8695652173913043
66,0.8235294117647058,0.7999999999999999,0.9500000000000001,0.7777777777777777,0.7741935483870968
67,0.8837209302325582,0.8666666666666666,0.8421052631578948,0.8648648648648649,0.8947368421052632
68,0.7428571428571428,0.8648648648648649,0.8125,0.7894736842105263,0.8421052631578948
69,0.8780487804878049,0.8571428571428571,0.7096774193548387,0.9047619047619047,0.8235294117647058
70,0.8571428571428571,0.8444444444444444,0.8421052631578947,0.9714285714285714,0.875
71,0.8500000000000001,0.8571428571428572,0.7826086956521738,0.8108108108108109,0.8275862068965518
72,0.7777777777777778,0.717948717948718,0.8800000000000001,0.689655172413793,0.787878787878788
73,0.9166666666666666,0.8125,0.8125000000000001,0.8780487804878048,0.787878787878788
74,0.787878787878788,0.8823529411764706,0.9130434782608695,0.8846153846153846,0.9302325581395349
75,0.8571428571428571,0.8510638297872342,0.8108108108108107,0.8749999999999999,0.7500000000000001
76,0.8205128205128205,0.8421052631578948,0.8205128205128205,0.7999999999999999,0.8571428571428571
77,0.7777777777777778,0.9,0.823529411764706,0.85,0.7142857142857143
78,0.8823529411764706,0.7499999999999999,0.8979591836734694,0.7999999999999999,0.7368421052631577
79,0.8205128205128205,0.8571428571428572,0.8484848484848485,0.9767441860465117,0.8648648648648648
80,0.7272727272727272,0.8085106382978724,0.9142857142857143,0.8333333333333334,0.7777777777777778
81,0.8823529411764706,0.9268292682926829,0.8500000000000001,0.9,0.6666666666666667
82,0.85,0.9142857142857143,0.8695652173913043,0.8571428571428571,0.8500000000000001
83,0.8888888888888888,0.8571428571428571,0.8837209302325582,0.625,0.8500000000000001
84,0.9199999999999999,0.8,0.8275862068965518,0.7999999999999999,0.9
85,0.8717948717948718,0.742857142857143,0.8421052631578948,0.8235294117647058,0.8181818181818181
86,0.8181818181818182,0.9285714285714286,0.8571428571428572,0.8095238095238095,0.8571428571428572
87,0.8000000000000002,0.8979591836734694,0.7894736842105262,0.8837209302325582,0.742857142857143
88,0.8823529411764706,0.8333333333333333,0.896551724137931,0.7272727272727272,0.8749999999999999
89,0.8571428571428572,0.8888888888888888,0.9230769230769231,0.9473684210526316,0.8235294117647058
90,0.7586206896551724,0.9268292682926829,0.8333333333333334,0.9361702127659574,0.8484848484848485
91,0.9361702127659575,0.8823529411764706,0.75,0.7333333333333333,0.8888888888888888
92,0.8181818181818182,0.7894736842105262,0.9142857142857143,0.7058823529411765,0.85
93,0.8292682926829269,0.8260869565217392,0.8571428571428572,0.7999999999999999,0.8000000000000002
94,0.875,0.8275862068965517,0.7777777777777778,0.7777777777777778,0.9
95,0.7567567567567568,0.8500000000000001,0.8,0.8571428571428571,0.9333333333333333
96,0.8571428571428572,0.7567567567567567,0.7857142857142857,0.8717948717948718,0.8510638297872339
97,0.9302325581395349,0.8823529411764706,0.8571428571428571,0.8947368421052632,0.8571428571428571
98,0.8780487804878049,0.8571428571428571,0.7741935483870968,0.7272727272727273,0.9268292682926829
99,0.6666666666666666,0.7692307692307692,0.85,0.9142857142857143,0.7741935483870968
100,0.8695652173913043,0.8260869565217391,0.8205128205128205,0.8947368421052632,0.7878787878787877
101,0.9090909090909091,0.8500000000000001,0.9333333333333332,0.8372093023255814,0.7777777777777777
102,0.7619047619047621,0.7857142857142857,0.7272727272727272,0.8571428571428572,0.8205128205128205
103,0.9,0.8484848484848485,0.7142857142857143,0.9130434782608696,0.7619047619047621
104,0.8260869565217391,0.8095238095238095,0.9523809523809523,0.7142857142857142,0.8823529411764706
105,0.8936170212765957,0.8421052631578948,0.8571428571428571,0.8666666666666667,0.7894736842105263
106,0.7586206896551724,0.8444444444444444,0.8292682926829269,0.8695652173913044,0.7999999999999999
